Country Code,Country Name
4,Afghanistan
4,Afghanistan
4,Afghanistan
4,Afghanistan
4,Afghanistan
4,Afghanistan
4,Afghanistan
4,Afghanistan
4,Afghanistan
4,Afghanistan
4,Afghanistan
4,Afghanistan
4,Afghanistan
4,Afghanistan
4,Afghanistan
8,Albania
8,Albania
8,Albania
8,Albania
8,Albania
8,Albania
8,Albania
8,Albania
8,Albania
8,Albania
8,Albania
8,Albania
8,Albania
8,Albania
8,Albania
12,Algeria
12,Algeria
12,Algeria
12,Algeria
12,Algeria
12,Algeria
12,Algeria
12,Algeria
12,Algeria
12,Algeria
12,Algeria
12,Algeria
12,Algeria
12,Algeria
12,Algeria
16,American Samoa
16,American Samoa
16,American Samoa
16,American Samoa
16,American Samoa
16,American Samoa
16,American Samoa
16,American Samoa
16,American Samoa
16,American Samoa
16,American Samoa
16,American Samoa
16,American Samoa
16,American Samoa
16,American Samoa
20,Andorra
20,Andorra
20,Andorra
20,Andorra
20,Andorra
20,Andorra
20,Andorra
20,Andorra
20,Andorra
20,Andorra
20,Andorra
20,Andorra
20,Andorra
20,Andorra
20,Andorra
24,Angola
24,Angola
24,Angola
24,Angola
24,Angola
24,Angola
24,Angola
24,Angola
24,Angola
24,Angola
24,Angola
24,Angola
24,Angola
24,Angola
24,Angola
660,Anguilla
660,Anguilla
660,Anguilla
660,Anguilla
660,Anguilla
660,Anguilla
660,Anguilla
660,Anguilla
660,Anguilla
660,Anguilla
660,Anguilla
660,Anguilla
660,Anguilla
660,Anguilla
660,Anguilla
28,Antigua and Barbuda
28,Antigua and Barbuda
28,Antigua and Barbuda
28,Antigua and Barbuda
28,Antigua and Barbuda
28,Antigua and Barbuda
28,Antigua and Barbuda
28,Antigua and Barbuda
28,Antigua and Barbuda
28,Antigua and Barbuda
28,Antigua and Barbuda
28,Antigua and Barbuda
28,Antigua and Barbuda
28,Antigua and Barbuda
28,Antigua and Barbuda
32,Argentina
32,Argentina
32,Argentina
32,Argentina
32,Argentina
32,Argentina
32,Argentina
32,Argentina
32,Argentina
32,Argentina
32,Argentina
32,Argentina
32,Argentina
32,Argentina
32,Argentina
51,Armenia
51,Armenia
51,Armenia
51,Armenia
51,Armenia
51,Armenia
51,Armenia
51,Armenia
51,Armenia
51,Armenia
51,Armenia
51,Armenia
51,Armenia
51,Armenia
51,Armenia
533,Aruba
533,Aruba
533,Aruba
533,Aruba
533,Aruba
533,Aruba
533,Aruba
533,Aruba
533,Aruba
533,Aruba
533,Aruba
533,Aruba
533,Aruba
533,Aruba
533,Aruba
36,Australia
36,Australia
36,Australia
36,Australia
36,Australia
36,Australia
36,Australia
36,Australia
36,Australia
36,Australia
36,Australia
36,Australia
36,Australia
36,Australia
36,Australia
40,Austria
40,Austria
40,Austria
40,Austria
40,Austria
40,Austria
40,Austria
40,Austria
40,Austria
40,Austria
40,Austria
40,Austria
40,Austria
40,Austria
40,Austria
31,Azerbaijan
31,Azerbaijan
31,Azerbaijan
31,Azerbaijan
31,Azerbaijan
31,Azerbaijan
31,Azerbaijan
31,Azerbaijan
31,Azerbaijan
31,Azerbaijan
31,Azerbaijan
31,Azerbaijan
31,Azerbaijan
31,Azerbaijan
31,Azerbaijan
44,Bahamas
44,Bahamas
44,Bahamas
44,Bahamas
44,Bahamas
44,Bahamas
44,Bahamas
44,Bahamas
44,Bahamas
44,Bahamas
44,Bahamas
44,Bahamas
44,Bahamas
44,Bahamas
44,Bahamas
48,Bahrain
48,Bahrain
48,Bahrain
48,Bahrain
48,Bahrain
48,Bahrain
48,Bahrain
48,Bahrain
48,Bahrain
48,Bahrain
48,Bahrain
48,Bahrain
48,Bahrain
48,Bahrain
48,Bahrain
50,Bangladesh
50,Bangladesh
50,Bangladesh
50,Bangladesh
50,Bangladesh
50,Bangladesh
50,Bangladesh
50,Bangladesh
50,Bangladesh
50,Bangladesh
50,Bangladesh
50,Bangladesh
50,Bangladesh
50,Bangladesh
50,Bangladesh
52,Barbados
52,Barbados
52,Barbados
52,Barbados
52,Barbados
52,Barbados
52,Barbados
52,Barbados
52,Barbados
52,Barbados
52,Barbados
52,Barbados
52,Barbados
52,Barbados
52,Barbados
112,Belarus
112,Belarus
112,Belarus
112,Belarus
112,Belarus
112,Belarus
112,Belarus
112,Belarus
112,Belarus
112,Belarus
112,Belarus
112,Belarus
112,Belarus
112,Belarus
112,Belarus
56,Belgium
56,Belgium
56,Belgium
56,Belgium
56,Belgium
56,Belgium
56,Belgium
56,Belgium
56,Belgium
56,Belgium
56,Belgium
56,Belgium
56,Belgium
56,Belgium
56,Belgium
84,Belize
84,Belize
84,Belize
84,Belize
84,Belize
84,Belize
84,Belize
84,Belize
84,Belize
84,Belize
84,Belize
84,Belize
84,Belize
84,Belize
84,Belize
204,Benin
204,Benin
204,Benin
204,Benin
204,Benin
204,Benin
204,Benin
204,Benin
204,Benin
204,Benin
204,Benin
204,Benin
204,Benin
204,Benin
204,Benin
60,Bermuda
60,Bermuda
